# GENERATED by build/derive-ipa.py --enc 101 --syllables 0 (CMUdict, General American).
# grapheme = euspelling; ipa = headword pronunciation; gloss = headword.
grapheme,ipa,gloss
nonnsuqh,ˈnʌnˌsʌtʃ,nonesuch
nonntheless,ˌnʌnðəˈlɛs,nonetheless
nonproductiv,ˌnɑnpɹəˈdʌktɪv,nonproductive
nonresponsiv,nɑnɹɪˈspɑnsɪv,nonresponsive
normativ,ˈnɔɹmətɪv,normative
northernmoste,ˈnɔɹðəɹnˌmoʊst,northernmost
numming,ˈnʌmɪŋ,numbing
nummingly,ˈnʌmɪŋliː,numbingly
nummness,ˈnʌmnəs,numbness
nurrish,ˈnɜɹɪʃ,nourish
nurrishing,ˈnɜɹɪʃɪŋ,nourishing
nurrishment,ˈnɜɹɪʃmənt,nourishment
nutritiv,ˈnuːtɹətɪv,nutritive
nuwadays,ˈnaʊəˌdeɪz,nowadays
objectiv,əbˈdʒɛktɪv,objective
objectivly,ɑbˈdʒɛktɪvliː,objectively
objectivs,əbˈdʒɛktɪvz,objectives
obliqe,əˈbliːk,oblique
obliqely,əˈbliːkliː,obliquely
observ,əbˈzɜɹv,observe
obsessiv,əbˈsɛsɪv,obsessive
obsessivly,ɑbˈsɛsɪvliː,obsessively
obstinat,ˈɑbstənət,obstinate
obstructiv,əbˈstɹʌktɪv,obstructive
obtrusiv,əbˈtɹuːsɪv,obtrusive
offensiv,əˈfɛnsɪv,offensive
offensivly,əˈfɛnsɪvliː,offensively
offensivs,əˈfɛnsɪvz,offensives
oliv,ˈɑləv,olive
olivs,ˈɑlɪvz,olives
onely,ˈoʊnliː,only
onslauht,ˈɔnˌslɔt,onslaught
ontu,ˈɑntuː,onto
opaqe,oʊˈpeɪk,opaque
operativ,ˈɑpəɹətɪv,operative
operativs,ˈɑpəɹətɪvz,operatives
opposit,ˈɑpəzət,opposite
opposits,ˈɑpəzəts,opposites
oppressiv,əˈpɹɛsɪv,oppressive
orqhard,ˈɔɹtʃəɹd,orchard
orqhards,ˈɔɹtʃəɹdz,orchards
ostriqh,ˈɔstɹɪtʃ,ostrich
ostriqhes,ˈɑstɹɪtʃɪz,ostriches
ourselvs,aʊəɹˈsɛlvz,ourselves
outbraek,ˈaʊtˌbɹeɪk,outbreak
outbraeks,ˈaʊtˌbɹeɪks,outbreaks
outcom,ˈaʊtˌkʌm,outcome
outcoms,ˈaʊtˌkʌmz,outcomes
outdorr,ˈaʊtˌdɔɹ,outdoor
outdorrs,ˈaʊtˌdɔɹz,outdoors
outdorrsman,ˈaʊtˌdɔɹzmən,outdoorsman
outdu,ˌaʊtˈduː,outdo
outduing,ˌaʊtˈduːɪŋ,outdoing
outdun,ˈaʊtˌdʌn,outdone
outermoste,ˈaʊtəɹˌmoʊst,outermost
outerwaer,ˈaʊtəɹˌwɛɹ,outerwear
outghess,ˈaʊtˌɡɛs,outguess
outghessing,ˈaʊtˌɡɛsɪŋ,outguessing
outliv,ˌaʊtˈlɪv,outlive
outporr,ˌaʊtˈpɔɹ,outpour
outporring,ˌaʊtˈpɔɹɪŋ,outpouring
outposte,ˈaʊtˌpoʊst,outpost
outpostes,ˈaʊtˌpoʊsts,outposts
outreaqh,ˈaʊˌtɹiːtʃ,outreach
outriht,ˈaʊˌtɹaɪt,outright
outsorce,ˌaʊtˈsɔɹs,outsource
outsorcing,ˌaʊtˈsɔɹsɪŋ,outsourcing
outweih,ˈaʊˌtweɪ,outweigh
outweihing,ˈaʊˌtweɪɪŋ,outweighing
overactiv,ˈoʊvəɹˌæktɪv,overactive
overarqhing,ˈoʊvəɹˌɑɹtʃɪŋ,overarching
overbaering,ˈoʊvəɹˌbɛɹɪŋ,overbearing
overbilding,ˈoʊvəɹˌbɪldɪŋ,overbuilding
overbilt,ˈoʊvəɹˌbɪlt,overbuilt
overboht,ˈoʊvəɹˌbɔt,overbought
overcom,ˈoʊvəɹˌkʌm,overcome
overcruwd,ˌoʊvəɹˈkɹaʊd,overcrowd
overcruwded,ˈoʊvəɹˌkɹaʊdɪd,overcrowded
overcruwding,ˈoʊvəɹˌkɹaʊdɪŋ,overcrowding
overdu,ˈoʊvəɹˌduː,overdo
overduing,ˈoʊvəɹˌduːɪŋ,overdoing
overdun,ˈoʊvəɹˌdʌn,overdone
overfliht,ˈoʊvəɹˌflaɪt,overflight
overflihts,ˈoʊvəɹˌflaɪts,overflights
overhedd,ˈoʊvəɹˌhɛd,overhead
overhedds,ˈoʊvəɹˌhɛdz,overheads
overherdd,ˈoʊvəɹˌhɜɹd,overheard
overniht,ˈoʊvəɹˌnaɪt,overnight
overnihter,ˌoʊvəɹˈnaɪtəɹ,overnighter
overnihters,ˌoʊvəɹˈnaɪtəɹz,overnighters
overprotectiv,ˌoʊvəɹpɹəˈtɛktəv,overprotective
overpuwer,ˌoʊvəɹˈpaʊəɹ,overpower
overpuwering,ˈoʊvəɹˌpaʊɹɪŋ,overpowering
overqharge,ˈoʊvəɹˌtʃɑɹdʒ,overcharge
overqharged,ˈoʊvəɹˌtʃɑɹdʒd,overcharged
overqharging,ˌoʊvəɹˈtʃɑɹdʒɪŋ,overcharging
overreaqh,ˈoʊvəɹˌɹiːtʃ,overreach
overreaqhing,ˈoʊvəɹˌɹiːtʃɪŋ,overreaching
oversensitiv,ˌoʊvəɹˈsɛnsətɪv,oversensitive
oversiht,ˈoʊvəɹˌsaɪt,oversight
overuzed,ˌoʊvəɹˈjuːzd,overused
overuzing,ˌoʊvəɹˈjuːzɪŋ,overusing
overweiht,ˌoʊvəɹˈweɪt,overweight
overweihted,ˌoʊvəɹˈweɪtɪd,overweighted
overwroht,ˌoʊvəɹˈɹɔt,overwrought
paery,ˈpiːɹiː,peary
palliativ,ˈpæliːətɪv,palliative
palliativs,ˈpæliːətɪvz,palliatives
pantsuht,ˈpæntˌsuːt,pantsuit
pantsuhts,ˈpæntˌsuːts,pantsuits
paperweiht,ˈpeɪpəɹˌweɪt,paperweight
paqhinko,pəˈtʃɪŋkoʊ,pachinko
parlement,ˈpɑɹləmənt,parliament
parlementarian,ˌpɑɹləmənˈtɛɹiːən,parliamentarian
parlementarianism,ˌpɑɹləmənˈtɛɹiːənɪzəm,parliamentarianism
parlementarians,ˌpɑɹləmɛnˈtɛɹiːənz,parliamentarians
parlementary,ˌpɑɹləˈmɛntəɹiː,parliamentary
parlements,ˈpɑɹləmənts,parliaments
parqeh,pɑɹˈkeɪ,parquet
parqhment,ˈpɑɹtʃmənt,parchment
participativ,ˌpɑɹˈtɪsəpətɪv,participative
particulat,pəɹˈtɪkjələt,particulate
particulats,ˌpɑɹˈtɪkjələts,particulates
passionat,ˈpæʃənət,passionate
passionatly,ˈpæʃənətliː,passionately
passiv,ˈpæsɪv,passive
passivly,ˈpæsɪvliː,passively
pathfynder,ˈpæθˌfaɪndəɹ,pathfinder
paunqhy,ˈpɔntʃiː,paunchy
pavilion,pəˈvɪljən,pavillion
payqheck,ˈpeɪˌtʃɛk,paycheck
payqhecks,ˈpeɪˌtʃɛks,paychecks
peafuwl,ˈpiːˌfaʊl,peafowl
peaqher,ˈpiːtʃəɹ,peacher
peaqhy,ˈpiːtʃiː,peachy
peeple,ˈpiːpəl,people
peepled,ˈpiːpəld,peopled
pejorativ,pəˈdʒɔɹətɪv,pejorative
penqhant,ˈpɛntʃənt,penchant
pensiv,ˈpɛnsɪv,pensive
penultimat,pɛˈnʌltəmət,penultimate
perceev,pəɹˈsiːv,perceive
perceevd,pəɹˈsiːvd,perceived
perceeving,pəɹˈsiːvɪŋ,perceiving
perceptiv,pəɹˈsɛptɪv,perceptive
percussiv,pəɹˈkʌsəv,percussive
performativ,pəɹˈfɔɹmətɪv,performative
performativs,pəɹˈfɔɹmətɪvz,performatives
perjur,ˈpɜɹdʒəɹ,perjure
perjurd,ˈpɜɹdʒəɹd,perjured
perling,ˈpɜɹlɪŋ,pearling
perly,ˈpɜɹliː,pearly
permissiv,pəɹˈmɪsɪv,permissive
permissivness,pəɹˈmɪsɪvnəs,permissiveness
perqhance,pəɹˈtʃæns,perchance
perquisit,ˈpɜɹkwəzɪt,perquisite
perquisits,ˈpɜɹkwəzɪts,perquisites
perspectiv,pəɹˈspɛktɪv,perspective
perspectivs,pəɹˈspɛktɪvz,perspectives
persuasiv,pəɹˈsweɪsɪv,persuasive
persuasivly,pəɹˈsweɪsɪvliː,persuasively
persuasivness,pəɹˈsweɪsɪvnəs,persuasiveness
pervasiv,pəɹˈveɪsɪv,pervasive
pervasivness,pəɹˈveɪsɪvnɪs,pervasiveness
pesant,ˈpɛzənt,peasant
pesantry,ˈpɛzəntɹiː,peasantry
pesants,ˈpɛzənts,peasants
phesant,ˈfɛzənt,pheasant
phesants,ˈfɛzənts,pheasants
photoconductiv,ˌfoʊtoʊkənˈdʌktɪv,photoconductive
photojurnalist,ˌfoʊtoʊˈdʒɜɹnələst,photojournalist
physiqe,fəˈziːk,physique
picturesq,ˈpɪktʃəɹəsk,picturesque
pijjen,ˈpɪdʒən,pigeon
pijjenhole,ˈpɪdʒənˌhoʊl,pigeonhole
pinqher,ˈpɪntʃəɹ,pincher
pinqhers,ˈpɪntʃəɹz,pinchers
pinqhing,ˈpɪntʃɪŋ,pinching
pirat,ˈpaɪɹət,pirate
piruett,ˌpɪɹuːˈɛ,pirouette
plaghing,ˈpleɪɡɪŋ,plaguing
plaintiv,ˈpleɪntɪv,plaintive
plaintivly,ˈpleɪnˌtaɪvliː,plaintively
playwriht,ˈpleɪˌɹaɪt,playwright
playwrihts,ˈpleɪˌɹaɪts,playwrights
plesant,ˈplɛzənt,pleasant
plesantly,ˈplɛzəntliː,pleasantly
plesantries,ˈplɛzəntɹiːz,pleasantries
plesantry,ˈplɛzəntɹiː,pleasantry
plesurable,ˈplɛʒəɹəbəl,pleasurable
plesure,ˈplɛʒəɹ,pleasure
plosiv,ˈploʊsɪv,plosive
plouhshare,ˈplaʊʃeɪɹ,ploughshare
plouhshares,ˈplaʊʃeɪɹz,ploughshares
pluwing,ˈplaʊɪŋ,plowing
pluwman,ˈplaʊmən,plowman
pluwshare,ˈplaʊˌʃeɪɹ,plowshare
pluwshares,ˈplaʊˌʃeɪɹz,plowshares
poaqher,ˈpoʊtʃəɹ,poacher
poaqhers,ˈpoʊtʃəɹz,poachers
poaqhing,ˈpoʊtʃɪŋ,poaching
policewimen,pəˈliːˌswɪmɛn,policewomen
polter,ˈpoʊltəɹ,poulter
poltice,ˈpoʊltəs,poultice
poltry,ˈpoʊltɹiː,poultry
ponqho,ˈpɑntʃoʊ,poncho
ponqhos,ˈpɑntʃoʊz,ponchos
porpos,ˈpɔɹpəs,porpoise
porposes,ˈpɔɹpəsəz,porpoises
porqhes,ˈpɔɹtʃəz,porches
porring,ˈpɔɹɪŋ,pouring
positiv,ˈpɑzətɪv,positive
positivly,ˈpɑzətɪvliː,positively
positivs,ˈpɑzətɪvz,positives
possessiv,pəˈzɛsɪv,possessive
possessivness,pəˈzɛsɪvnəs,possessiveness
postecard,ˈpoʊstˌkɑɹd,postcard
postecards,ˈpoʊstˌkɑɹdz,postcards
postehole,ˈpoʊstˌhoʊl,posthole
posteholes,ˈpoʊstˌhoʊlz,postholes
posteman,ˈpoʊstmən,postman
postemark,ˈpoʊstˌmɑɹk,postmark
postemaster,ˈpoʊstˌmæstəɹ,postmaster
postemasters,ˈpoʊstˌmæstəɹz,postmasters
preaqher,ˈpɹiːtʃəɹ,preacher
preaqhers,ˈpɹiːtʃəɹz,preachers
preaqhing,ˈpɹiːtʃɪŋ,preaching
preaqhy,ˈpɹiːtʃiː,preachy
preconceev,ˌpɹiːkənˈsiːv,preconceive
preconceevd,ˌpɹiːkənˈsiːvd,preconceived
predestin,ˌpɹiːˈdɛstən,predestine
predetermin,ˌpɹiːdɪˈtɜɹmən,predetermine
predictiv,pɹɪˈdɪktɪv,predictive
preemptiv,pɹiːˈɛmptɪv,preemptive
preemptivly,pɹiːˈɛmptɪvliː,preemptively
premis,ˈpɹɛmɪs,premise
prerequisit,pɹiːˈɹɛkwəzət,prerequisite
prerequisits,pɹiːˈɹɛkwəzəts,prerequisites
prerogativ,pɹɪˈɹɑɡətɪv,prerogative
prerogativs,pɹɪˈɹɑɡətɪvz,prerogatives
preserv,pɹəˈzɜɹv,preserve
preservativ,pɹiːˈzɜɹvətɪv,preservative
preservativs,pɹəˈzɜɹvətɪvz,preservatives
presumptiv,pɹiːˈzʌmptɪv,presumptive
pretor,ˈpɹiːtəɹ,praetor
pretorian,pɹiːˈtɔɹiːən,praetorian
preventativ,pɹiːˈvɛntətɪv,preventative
preventativs,pɹiːˈvɛntətɪvz,preventatives
preventiv,pɹɪˈvɛntɪv,preventive
primitiv,ˈpɹɪmətɪv,primitive
prittier,ˈpɹɪtiːəɹ,prettier
prittiest,ˈpɹɪtiːəst,prettiest
pritty,ˈpɹɪtiː,pretty
privat,ˈpɹaɪvət,private
privatly,ˈpɹaɪvətliː,privately
privats,ˈpɹaɪvəts,privates
proactiv,ˈpɹoʊˌæktɪv,proactive
probativ,pɹoʊˈbeɪtɪv,probative
productiv,pɹəˈdʌktɪv,productive
productivly,pɹəˈdʌktɪvliː,productively
profligat,ˈpɹɔflɪˌɡeɪt,profligate
prognosticativ,ˌpɹɑɡˈnɑstəˌkeɪtɪv,prognosticative
progressiv,pɹəˈɡɹɛsɪv,progressive
progressivly,pɹɑˈɡɹɛsɪvliː,progressively
progressivs,pɹɑˈɡɹɛsɪvz,progressives
prohibitiv,pɹoʊˈhɪbətɪv,prohibitive
prohibitivly,pɹoʊˈhɪbətɪvliː,prohibitively
projectiv,pɹəˈdʒɛktɪv,projective
promis,ˈpɹɑməs,promise
proovable,ˈpɹuːvəbəl,provable
prooven,ˈpɹuːvən,proven
prooving,ˈpɹuːvɪŋ,proving
proportionatly,pɹəˈpɔɹʃənətliː,proportionately
prospectiv,pɹəˈspɛktɪv,prospective
prospectivly,pɹəˈspɛktɪvliː,prospectively
protectiv,pɹəˈtɛktɪv,protective
protectivly,pɹəˈtɛktɪvliː,protectively
protectorat,pɹəˈtɛktəɹət,protectorate
provocativ,pɹoʊˈvɑkətɪv,provocative
provocativly,pɹoʊˈvɑkətɪvliː,provocatively
proximat,ˈpɹɑksəmət,proximate
pruwess,ˈpɹaʊəs,prowess
pruwler,ˈpɹaʊləɹ,prowler
pruwling,ˈpɹaʊlɪŋ,prowling
punitiv,ˈpjuːnətɪv,punitive
punqhing,ˈpʌntʃɪŋ,punching
punqhy,ˈpʌntʃiː,punchy
purpos,ˈpɜɹpəs,purpose
purposful,ˈpɜɹpəsfəl,purposeful
purposfully,ˈpɜɹpəsfəliː,purposefully
purposless,ˈpɜɹpəsləs,purposeless
purposly,ˈpɜɹpəsliː,purposely
purqhas,ˈpɜɹtʃəs,purchase
purqhaser,ˈpɜɹtʃəsəɹ,purchaser
purqhasers,ˈpɜɹtʃəsəɹz,purchasers
purqhasing,ˈpɜɹtʃəsɪŋ,purchasing
pursuht,pəɹˈsuːt,pursuit
pursuhts,pəɹˈsuːts,pursuits
putativ,ˈpjuːtətɪv,putative
puwder,ˈpaʊdəɹ,powder
puwdering,ˈpaʊdəɹɪŋ,powdering
puwdery,ˈpaʊdəɹiː,powdery
puwer,ˈpaʊəɹ,power
puwerboat,ˈpaʊəɹˌboʊt,powerboat
puwerful,ˈpaʊəɹfəl,powerful
puwerfully,ˈpaʊəɹfliː,powerfully
puwerhouse,ˈpaʊəɹˌhaʊs,powerhouse
puwerhouses,ˈpaʊəɹˌhaʊsɪz,powerhouses
puwering,ˈpaʊəɹɪŋ,powering
puwerless,ˈpaʊəɹləs,powerless
puwerlessness,ˈpaʊəɹləsnəs,powerlessness
puwter,ˈpaʊtəɹ,powter
puwwuw,ˈpaʊˌwaʊ,powwow
qerida,kwɛˈɹiːdə,querida
qeuing,ˈkjuːɪŋ,queuing
qhadian,ˈtʃeɪdiːən,chadian
qhaffy,ˈtʃæfiː,chaffy
qhafing,ˈtʃeɪfɪŋ,chafing
qhahking,ˈtʃɔkɪŋ,chalking
qhaining,ˈtʃeɪnɪŋ,chaining
qhainsaw,ˈtʃeɪnˌsɔ,chainsaw
qhairing,ˈtʃɛɹɪŋ,chairing
qhairman,ˈtʃɛɹmən,chairman
qhairmanship,ˈtʃɛɹmənˌʃɪp,chairmanship
qhairmanships,ˈtʃɛɹmənˌʃɪps,chairmanships
qhairmen,ˈtʃɛɹmɪn,chairmen
qhairperson,ˈtʃɛɹˌpɜɹsən,chairperson
qhairwimen,ˈtʃɛɹˌwɪmɛn,chairwomen
qhairwoman,ˈtʃɛɹˌwʊmən,chairwoman
qhalice,ˈtʃælɪs,chalice
qhallenge,ˈtʃæləndʒ,challenge
qhallenged,ˈtʃælədʒd,challenged
qhallenger,ˈtʃæləndʒəɹ,challenger
qhallengers,ˈtʃæləndʒəɹz,challengers
qhallenging,ˈtʃæləndʒɪŋ,challenging
qhallis,ˈʃæliː,challis
qhamber,ˈtʃeɪmbəɹ,chamber
qhamberlan,ˈtʃeɪmbəɹlən,chamberlain
qhampion,ˈtʃæmpiːən,champion
qhampioning,ˈtʃæmpiːənɪŋ,championing
qhampionship,ˈtʃæmpiːənˌʃɪp,championship
qhampionships,ˈtʃæmpiːənˌʃɪps,championships
qhancellor,ˈtʃænsələɹ,chancellor
qhancellors,ˈtʃænsələɹz,chancellors
qhancery,ˈtʃænsəɹiː,chancery
qhancy,ˈtʃænsiː,chancy
qhandler,ˈtʃændləɹ,chandler
qhangeable,ˈtʃeɪndʒəbəl,changeable
qhangeover,ˈtʃeɪnˌdʒoʊvəɹ,changeover
qhangeovers,ˈtʃeɪnˌdʒoʊvəɹz,changeovers
qhanger,ˈtʃeɪndʒəɹ,changer
qhangers,ˈtʃeɪndʒəɹz,changers
qhanging,ˈtʃeɪndʒɪŋ,changing
qhannel,ˈtʃænəl,channel
qhanneling,ˈtʃænəlɪŋ,channeling
qhanted,ˈtʃæntɪd,chanted
qhanting,ˈtʃæntɪŋ,chanting
qhaparral,ˌʃæpəɹˈæl,chaparral
qhapel,ˈtʃæpəl,chapel
qhaplan,ˈtʃæplən,chaplain
qhaplans,ˈtʃæplənz,chaplains
qhapman,ˈtʃæpmən,chapman
qhapter,ˈtʃæptəɹ,chapter
qharcoal,ˈtʃɑɹˌkoʊl,charcoal
qhargeable,ˈtʃɑɹdʒəbəl,chargeable
qharger,ˈtʃɑɹdʒəɹ,charger
qhargers,ˈtʃɑɹdʒəɹz,chargers
qharging,ˈtʃɑɹdʒɪŋ,charging
qhariot,ˈtʃɛɹiːət,chariot
qharitable,ˈtʃæɹətəbəl,charitable
qharitably,ˈtʃɛɹɪtəbliː,charitably
qharities,ˈtʃɛɹətiːz,charities
qharity,ˈtʃɛɹɪtiː,charity
qharley,ˈtʃɑɹliː,charley
qharlie,ˈtʃɑɹliː,charlie
qharmer,ˈtʃɑɹməɹ,charmer
qharmers,ˈtʃɑɹməɹz,charmers
qharming,ˈtʃɑɹmɪŋ,charming
qharmingly,ˈtʃɑɹmɪŋliː,charmingly
qharrier,ˈtʃæɹiːəɹ,charrier
qharring,ˈtʃɑɹɪŋ,charring
qharry,ˈtʃæɹiː,charry
qharted,ˈtʃɑɹtəd,charted
qharter,ˈtʃɑɹtəɹ,charter
qharterhouse,ˈtʃɑɹtəɹˌhaʊs,charterhouse
qhartering,ˈtʃɑɹtəɹɪŋ,chartering
qharting,ˈtʃɑɹtɪŋ,charting
qhartist,ˈtʃɑɹtɪst,chartist
qhartists,ˈtʃɑɹtɪsts,chartists
qharwimen,ˈtʃɑɹwɪmən,charwomen
qharwoman,ˈtʃɑɹwʊmən,charwoman
qhary,ˈtʃɑɹiː,chary
qhaser,ˈtʃeɪsəɹ,chaser
qhasers,ˈtʃeɪsəɹz,chasers
qhasing,ˈtʃeɪsɪŋ,chasing
qhasten,ˈtʃeɪsən,chasten
qhastise,tʃæˈstaɪz,chastise
qhastised,tʃæˈstaɪzd,chastised
qhastising,tʃæˈstaɪzɪŋ,chastising
qhastity,ˈtʃæstətiː,chastity
qhatted,ˈtʃætəd,chatted
qhattel,ˈtʃætəl,chattel
qhatter,ˈtʃætəɹ,chatter
qhattering,ˈtʃætəɹɪŋ,chattering
qhatting,ˈtʃætɪŋ,chatting
qhatty,ˈtʃætiː,chatty
qheapen,ˈtʃiːpən,cheapen
qheapening,ˈtʃiːpənɪŋ,cheapening
qheaper,ˈtʃiːpəɹ,cheaper
qheapest,ˈtʃiːpəst,cheapest
qheaply,ˈtʃiːpliː,cheaply
qheapness,ˈtʃiːpnəs,cheapness
qheapo,ˈtʃiːˌpoʊ,cheapo
qheapskate,ˈtʃiːpˌskeɪt,cheapskate
qheated,ˈtʃiːtəd,cheated
qheater,ˈtʃiːtəɹ,cheater
qheaters,ˈtʃiːtəɹz,cheaters
qheating,ˈtʃiːtɪŋ,cheating
qheckbook,ˈtʃɛkˌbʊk,checkbook
qheckbooks,ˈtʃɛkˌbʊks,checkbooks
qhecker,ˈtʃɛkəɹ,checker
qheckerboard,ˈtʃɛkəɹˌbɔɹd,checkerboard
qheckerboards,ˈtʃɛkəɹˌbɔɹdz,checkerboards
qhecking,ˈtʃɛkɪŋ,checking
qhecklist,ˈtʃɛˌklɪst,checklist
qhecklists,ˈtʃɛˌklɪsts,checklists
qheckmate,ˈtʃɛkˌmeɪt,checkmate
qheckoff,ˈtʃɛˌkɔf,checkoff
qheckout,ˈtʃɛˌkaʊt,checkout
qheckouts,ˈtʃɛˌkaʊts,checkouts
qheckpoint,ˈtʃɛkˌpɔɪnt,checkpoint
qheckpoints,ˈtʃɛkˌpɔɪnts,checkpoints
qheckup,ˈtʃɛˌkʌp,checkup
qheckups,ˈtʃɛˌkʌps,checkups
qheddar,ˈtʃɛdəɹ,cheddar
qheddars,ˈtʃɛdəɹz,cheddars
qheekbone,ˈtʃiːkˌboʊn,cheekbone
qheekbones,ˈtʃiːkˌboʊnz,cheekbones
qheeky,ˈtʃiːkiː,cheeky
qheerful,ˈtʃɪɹfəl,cheerful
qheerfully,ˈtʃɪɹfəliː,cheerfully
qheerier,ˈtʃɪɹiːəɹ,cheerier
qheeriest,ˈtʃɪɹiːəst,cheeriest
qheering,ˈtʃɪɹɪŋ,cheering
qheerio,ˈtʃɪɹiːoʊ,cheerio
qheerleader,ˈtʃɪɹˌliːdəɹ,cheerleader
qheerleaders,ˈtʃɪɹˌliːdəɹz,cheerleaders
qheerleading,ˈtʃɪɹˌliːdɪŋ,cheerleading
qheery,ˈtʃɪɹiː,cheery
qheeseburger,ˈtʃiːzbəɹɡəɹ,cheeseburger
qheeseburgers,ˈtʃiːzbəɹɡəɹz,cheeseburgers
qheesecake,ˈtʃiːzˌkeɪk,cheesecake
qheesier,ˈtʃiːziːəɹ,cheesier
qheesiest,ˈtʃiːziːɪst,cheesiest
qheesy,ˈtʃiːziː,cheesy
qheetah,ˈtʃiːtə,cheetah
qheetahs,ˈtʃiːtəz,cheetahs
qhekhov,ˈtʃɛkɑv,chekhov
qhelyabinsk,tʃɛljəˈbɪnsk,chelyabinsk
qhengdu,ˌtʃɛŋˈduː,chengdu
qhennai,ˈtʃɛˌnaɪ,chennai
qheqhen,ˈtʃɛtʃɪn,chechen
qheqhens,ˈtʃɛtʃɪnz,chechens
qheqhnya,ˈtʃɛtʃniːə,chechnya
qheqhnyan,ˈtʃɛtʃniːən,chechnyan
qherish,ˈtʃɛɹɪʃ,cherish
qherishing,ˈtʃɛɹɪʃɪŋ,cherishing
qhernenko,tʃəɹˈnɛŋkoʊ,chernenko
qhernobyl,tʃəɹˈnoʊbəl,chernobyl
qherries,ˈtʃɛɹiːz,cherries
qherry,ˈtʃɛɹiː,cherry
qherrystone,ˈtʃɛɹiːˌstoʊn,cherrystone
qherrystones,ˈtʃɛɹiːˌstoʊnz,cherrystones
qherub,ˈtʃɛɹəb,cherub
qherubic,tʃəɹˈuːbɪk,cherubic
qherubs,ˈtʃɛɹəbz,cherubs
qhessboard,ˈtʃɛsˌbɔɹd,chessboard
qhessboards,ˈtʃɛsˌbɔɹdz,chessboards
qhessman,ˈtʃɛsmən,chessman
qhested,ˈtʃɛstəd,chested
qhesterfield,ˈtʃɛstəɹˌfiːld,chesterfield
qhestnut,ˈtʃɛˌsnʌt,chestnut
qhestnuts,ˈtʃɛsnəts,chestnuts
qhevy,ˈtʃɛviː,chevy
qhewer,ˈtʃuːəɹ,chewer
qhewers,ˈtʃuːəɹz,chewers
qhewing,ˈtʃuːɪŋ,chewing
qhewy,ˈtʃuːiː,chewy
qhia,ˈtʃiːə,chia
qhiba,ˈtʃiːbə,chiba
qhicano,tʃɪˈkɑnoʊ,chicano
qhicanos,tʃɪˈkɑnoʊz,chicanos
qhicken,ˈtʃɪkən,chicken
qhickening,ˈtʃɪkənɪŋ,chickening
qhico,ˈtʃiːˌkoʊ,chico
qhided,ˈtʃaɪdɪd,chided
qhiding,ˈtʃaɪdɪŋ,chiding
qhiefdom,ˈtʃiːfdəm,chiefdom
qhiefly,ˈtʃiːfliː,chiefly
qhieftan,ˈtʃiːftən,chieftain
qhieftans,ˈtʃiːftənz,chieftains
qhiggers,ˈtʃɪɡəɹz,chiggers
qhihuahua,tʃəˈwɑˌwɑ,chihuahua
qhilblain,ˈtʃɪlbleɪn,chilblain
qhilblains,ˈtʃɪlbleɪnz,chilblains
qhildren,ˈtʃɪldɹən,children
qhili,ˈtʃɪliː,chili
qhilies,ˈtʃɪliːz,chilies
qhiller,ˈtʃɪləɹ,chiller
qhillier,ˈtʃɪliːəɹ,chillier
qhillies,ˈtʃɪliːz,chillies
qhilliest,ˈtʃɪliːəst,chilliest
qhilling,ˈtʃɪlɪŋ,chilling
qhillingly,ˈtʃɪlɪŋliː,chillingly
qhilly,ˈtʃɪliː,chilly
qhimney,ˈtʃɪmniː,chimney
qhimneys,ˈtʃɪmniːz,chimneys
qhimpanzee,tʃɪmˈpænziː,chimpanzee
qhimpanzees,tʃɪmˈpænziːz,chimpanzees
qhina,ˈtʃaɪnə,china
qhinatuwn,ˈtʃaɪnəˌtaʊn,chinatown
qhinese,tʃaɪˈniːz,chinese
qhino,ˈtʃiːnoʊ,chino
qhinook,ʃɪˈnʊk,chinook
qhinooks,tʃɪˈnʊks,chinooks
qhinqhilla,tʃɪnˈtʃɪlə,chinchilla
qhintzy,ˈtʃɪntsiː,chintzy
qhipboard,ˈtʃɪpˌbɔɹd,chipboard
qhipper,ˈtʃɪpəɹ,chipper
qhipping,ˈtʃɪpɪŋ,chipping
qhippy,ˈtʃɪpiː,chippy
qhiqhi,ˈtʃiːtʃiː,chichi
qhirping,ˈtʃɜɹpɪŋ,chirping
qhirpy,ˈtʃɜɹpiː,chirpy
qhisel,ˈtʃɪzəl,chisel
qhiseling,ˈtʃɪzəlɪŋ,chiseling
qhitlin,ˈtʃɪtlɪn,chitlin
qhitlins,ˈtʃɪtlɪnz,chitlins
qhitqhat,ˈtʃɪtˌtʃæt,chitchat
qhitter,ˈtʃɪtəɹ,chitter
qhitterlings,ˈtʃɪtəɹlɪŋz,chitterlings
qhitty,ˈtʃɪtiː,chitty
qhocolat,ˈtʃɔklət,chocolate
qhocolats,ˈtʃɔkləts,chocolates
qhoicer,ˈtʃɔɪsəɹ,choicer
qhoices,ˈtʃɔɪsəz,choices
qhoicest,ˈtʃɔɪsəst,choicest
qhokehold,ˈtʃoʊkˌhoʊld,chokehold
qhoking,ˈtʃoʊkɪŋ,choking
qholla,ˈtʃɑlə,cholla
qhomping,ˈtʃɑmpɪŋ,chomping
qhongqing,ˈtʃɔŋˌkɪŋ,chongqing
qhoosing,ˈtʃuːzɪŋ,choosing
qhoosy,ˈtʃuːziː,choosy
qhopper,ˈtʃɑpəɹ,chopper
qhopping,ˈtʃɑpɪŋ,chopping
